ClientId,LoanAmount0,LoanPeriod0,Good,PredictedGood0,RoundedOptimizedLoanAmount,RoundedOptimizedLoanPeriod,OptimizedClientScoreWithRoundedValues
104553.0,2000.0,4.0,1.0,265.0,1900.0,6,385.64776964489545
104555.0,2226.0,7.0,0.0,-284.0,2100.0,18,368.94652512634775
104557.0,760.0,2.0,1.0,277.0,750.0,4,395.39432928439555
104558.0,5800.0,14.0,1.0,-17.0,5700.0,21,399.0076372001897
104561.0,5000.0,12.0,0.0,-3.0,4900.0,18,353.93566368913116
104562.0,1500.0,5.0,0.0,161.0,1400.0,9,399.79171666701336
104564.0,543.0,4.0,0.0,227.0,500.0,7,405.2925642609712
104565.0,6110.0,15.0,0.0,66.0,6000.0,20,364.11407244035
104569.0,651.0,4.0,1.0,275.0,600.0,6,394.4208965597345
104570.0,1000.0,4.0,1.0,282.0,950.0,6,401.3958583335067
104571.0,543.0,4.0,1.0,191.0,500.0,7,369.2925642609712
104577.0,1500.0,5.0,1.0,338.0,1400.0,6,399.57579613383655
104579.0,3979.0,10.0,1.0,270.0,3900.0,12,390.1219668941121
104586.0,2350.0,7.0,0.0,309.0,2300.0,8,369.32388482244767
104587.0,2408.0,5.0,1.0,241.0,2300.0,7,361.8480754547178
104588.0,2650.0,8.0,1.0,312.0,2600.0,9,372.32388482244767
104589.0,6422.0,15.0,1.0,296.0,6400.0,16,355.6228144880698
104590.0,2308.0,7.0,0.0,142.0,2200.0,11,380.9920224768355
104591.0,651.0,2.0,1.0,326.0,600.0,3,386.3489230486755
104592.0,778.0,4.0,0.0,-290.0,750.0,15,360.49277895602563
104595.0,651.0,4.0,0.0,197.0,600.0,7,375.4928700707933
104596.0,3757.0,10.0,1.0,12.0,3700.0,16,367.8590199613367
104600.0,543.0,4.0,0.0,325.0,500.0,5,385.1486172388534
104606.0,10000.0,21.0,1.0,296.0,9900.0,22,357.57579613383655
104610.0,6250.0,15.0,0.0,343.0,6200.0,16,403.3238848224479
104611.0,1773.0,6.0,1.0,263.0,1700.0,8,382.9717375367454
104618.0,4250.0,11.0,1.0,343.0,4200.0,12,403.3238848224479
104625.0,8755.0,19.0,1.0,302.0,8700.0,20,362.44907595358654
104626.0,4558.0,11.0,0.0,-336.0,4400.0,23,376.8197218766958
104632.0,4330.0,11.0,1.0,298.0,4300.0,12,357.82312029789216
104633.0,2750.0,8.0,1.0,203.0,2700.0,11,381.4678318445656
104644.0,2000.0,4.0,1.0,282.0,1900.0,6,402.64776964489545
104647.0,3300.0,7.0,1.0,349.0,3200.0,8,410.57579613383655
104650.0,10500.0,21.0,1.0,237.0,10400.0,23,357.64776964489556
104652.0,3000.0,8.0,1.0,305.0,2900.0,9,366.57579613383655
104653.0,7000.0,14.0,1.0,344.0,6900.0,15,405.57579613383655
104654.0,1115.0,5.0,0.0,146.0,1100.0,9,382.66346743765223
104656.0,13600.0,23.0,1.0,323.0,13500.0,24,384.5757961338363
104658.0,2893.0,8.0,1.0,198.0,2800.0,11,377.54447557235994
104660.0,5839.0,12.0,1.0,227.0,5800.0,15,405.1924113560599
104661.0,2500.0,5.0,1.0,45.0,2400.0,11,401.93566368913105
104664.0,3421.0,9.0,1.0,154.0,3300.0,13,393.31751941779646
104665.0,3000.0,8.0,1.0,321.0,2900.0,9,382.57579613383655
104667.0,2000.0,4.0,1.0,293.0,1900.0,5,354.57579613383655
104668.0,6826.0,16.0,1.0,310.0,6800.0,17,369.7229673929812
104672.0,3000.0,8.0,1.0,249.0,2900.0,10,369.64776964489545
104674.0,7800.0,15.0,1.0,308.0,7700.0,16,369.57579613383666
104676.0,8200.0,18.0,1.0,249.0,8100.0,20,369.64776964489533
104678.0,3260.0,9.0,0.0,195.0,3200.0,12,373.7182141068432
104681.0,15000.0,24.0,1.0,298.0,14900.0,25,359.57579613383655
104682.0,3000.0,8.0,0.0,267.0,2900.0,10,387.64776964489545
104683.0,8500.0,17.0,1.0,295.0,8400.0,18,356.57579613383643
104684.0,3423.0,9.0,1.0,208.0,3400.0,12,385.79179973641556
104685.0,4545.0,11.0,0.0,272.0,4500.0,13,391.2706672023677
104686.0,1300.0,3.0,1.0,346.0,1200.0,4,407.57579613383655
104687.0,1000.0,2.0,1.0,226.0,950.0,5,404.4678318445656
104692.0,5871.0,12.0,1.0,129.0,5800.0,16,367.0656081064078
104693.0,543.0,4.0,1.0,209.0,500.0,7,387.2925642609712
104694.0,2100.0,7.0,1.0,274.0,2000.0,9,394.64776964489545
104698.0,3318.0,9.0,1.0,292.0,3300.0,10,351.522661583159
104707.0,13800.0,23.0,1.0,308.0,13700.0,24,369.5757961338363
104710.0,8500.0,20.0,1.0,301.0,8400.0,21,362.57579613383655
104712.0,760.0,2.0,1.0,297.0,750.0,3,356.3223557733367
104713.0,4800.0,12.0,1.0,346.0,4700.0,13,407.57579613383655
104715.0,706.0,2.0,1.0,333.0,700.0,3,392.22220286842554
104718.0,2000.0,6.0,1.0,187.0,1900.0,9,366.71974315595435
104724.0,8000.0,18.0,1.0,339.0,7900.0,19,400.57579613383655
104728.0,2000.0,6.0,1.0,297.0,1900.0,7,358.57579613383655
104729.0,5000.0,10.0,1.0,149.0,4900.0,14,387.79171666701325
104730.0,2000.0,6.0,1.0,297.0,1900.0,7,358.57579613383655
104732.0,7000.0,16.0,1.0,192.0,6900.0,19,371.7197431559546
104733.0,4500.0,11.0,1.0,279.0,4400.0,13,399.64776964489545
104734.0,99900.0,51.0,1.0,283.0,99700.0,53,406.1515922676731
104735.0,4100.0,10.0,1.0,163.0,4000.0,14,401.79171666701336
104738.0,43500.0,36.0,1.0,161.0,43200.0,40,404.79936191256866
104739.0,10800.0,22.0,1.0,191.0,10700.0,25,370.71974315595435
104741.0,1850.0,6.0,0.0,196.0,1800.0,9,374.4678318445656
104742.0,7250.0,14.0,1.0,280.0,7200.0,16,399.39585833350657
104743.0,6700.0,15.0,1.0,339.0,6600.0,16,400.57579613383666
104745.0,5700.0,11.0,1.0,216.0,5600.0,14,395.71974315595446
104746.0,3500.0,7.0,1.0,293.0,3400.0,8,354.57579613383655
104747.0,43500.0,37.0,1.0,226.0,43300.0,40,408.2235657787319
104748.0,6000.0,12.0,1.0,340.0,5900.0,13,401.57579613383655
104749.0,30400.0,34.0,0.0,-511.0,29800.0,49,390.1025384025495
104750.0,600.0,4.0,0.0,-20.0,550.0,11,394.7557258888012
104753.0,4000.0,8.0,1.0,250.0,3900.0,10,370.64776964489545
104755.0,92700.0,51.0,0.0,-527.0,78900.0,60,350.1752835428474
104756.0,8500.0,19.0,1.0,257.0,8400.0,21,377.64776964489533
104757.0,3000.0,8.0,1.0,344.0,2900.0,9,405.57579613383655
104759.0,7000.0,16.0,0.0,110.0,6900.0,21,407.86369017807215
104760.0,28500.0,34.0,1.0,347.0,28400.0,35,408.57579613383655
104761.0,1800.0,6.0,0.0,-371.0,1700.0,19,399.4394782665436
104762.0,24300.0,32.0,1.0,233.0,24200.0,34,353.64776964489556
104767.0,5000.0,12.0,1.0,-178.0,4900.0,21,356.15158422230775
104772.0,142500.0,53.0,1.0,193.0,141700.0,56,390.246501515398
104777.0,5800.0,12.0,1.0,306.0,5700.0,13,367.57579613383655
104779.0,6000.0,12.0,1.0,316.0,5900.0,13,377.57579613383655
104781.0,9000.0,20.0,1.0,329.0,8900.0,21,390.5757961338363
104784.0,1800.0,6.0,1.0,293.0,1700.0,7,354.57579613383655
104785.0,140200.0,53.0,1.0,306.0,139900.0,54,372.58344137939184
104787.0,2000.0,6.0,0.0,346.0,1900.0,7,407.57579613383655
104789.0,8000.0,19.0,1.0,325.0,7900.0,20,386.5757961338363
104790.0,8800.0,19.0,0.0,226.0,8700.0,22,405.71974315595435
104793.0,11600.0,23.0,0.0,-298.0,11400.0,34,356.7993538672031
104795.0,43500.0,38.0,1.0,306.0,43400.0,39,367.5757961338363
104800.0,58000.0,41.0,0.0,-391.0,56800.0,54,406.9815271170978
104802.0,12200.0,22.0,1.0,240.0,12100.0,24,360.64776964489533
104803.0,36000.0,35.0,1.0,-150.0,35500.0,44,394.16687471341857
104810.0,3405.0,9.0,0.0,-413.0,3300.0,22,357.56466939768234
104811.0,6000.0,14.0,1.0,305.0,5900.0,15,366.57579613383655
104814.0,3000.0,8.0,0.0,312.0,2900.0,9,373.57579613383655
104817.0,2000.0,6.0,0.0,-263.0,1900.0,17,389.29553124442555
104818.0,24300.0,32.0,1.0,262.0,24200.0,34,382.64776964489556
104829.0,10000.0,19.0,1.0,264.0,9900.0,21,384.6477696448951
104830.0,6000.0,14.0,1.0,227.0,5900.0,17,406.71974315595435
104840.0,6579.0,13.0,1.0,219.0,6500.0,16,398.193940405171
104843.0,4500.0,11.0,1.0,326.0,4400.0,12,387.57579613383643
104845.0,5100.0,12.0,0.0,303.0,5000.0,13,364.57579613383655
104852.0,1113.0,5.0,0.0,-327.0,1000.0,17,384.69300169644555
104853.0,1113.0,5.0,1.0,269.0,1100.0,7,387.4694439630789
104859.0,2000.0,6.0,0.0,175.0,1900.0,9,354.71974315595435
104862.0,10000.0,22.0,1.0,331.0,9900.0,23,392.57579613383655
104865.0,1084.0,5.0,1.0,291.0,1000.0,6,352.1751845141921
104867.0,4300.0,11.0,1.0,273.0,4200.0,13,393.64776964489545
104870.0,9500.0,22.0,1.0,325.0,9400.0,23,386.5757961338368
104872.0,4415.0,11.0,0.0,-425.0,4300.0,25,404.88702517101876
104873.0,4000.0,8.0,1.0,86.0,3900.0,13,383.86369017807215
104874.0,3000.0,8.0,0.0,-332.0,2900.0,20,379.36750475548445
104876.0,3965.0,8.0,1.0,232.0,3900.0,10,351.7714317269233
104881.0,5100.0,10.0,1.0,-382.0,4900.0,23,390.9433008893211
104885.0,13000.0,24.0,0.0,-142.0,12800.0,33,394.6554068450853
104886.0,4196.0,12.0,1.0,326.0,4100.0,13,387.4756432289255
104889.0,839.0,4.0,0.0,-414.0,800.0,17,354.912146466649
104890.0,6000.0,14.0,1.0,275.0,5900.0,16,395.64776964489533
104894.0,5900.0,16.0,1.0,323.0,5800.0,17,384.57579613383655
104899.0,2787.0,8.0,0.0,-372.0,2700.0,21,398.11398132558213
104915.0,7037.0,16.0,0.0,-436.0,6900.0,30,394.43786614803
104916.0,1700.0,6.0,0.0,170.0,1600.0,10,408.79171666701325
104917.0,7037.0,17.0,0.0,-436.0,6900.0,31,394.43786614803014
104918.0,7037.0,17.0,0.0,-436.0,6900.0,31,394.43786614803014
104920.0,5500.0,13.0,0.0,-456.0,5300.0,27,376.01527440038024
104921.0,4119.0,10.0,0.0,-456.0,4000.0,24,373.98717807593005
104925.0,1500.0,3.0,1.0,267.0,1400.0,5,387.64776964489556
104928.0,8000.0,19.0,0.0,117.0,7900.0,23,355.79171666701313
104930.0,4707.0,12.0,0.0,-457.0,4600.0,26,372.68671936119677
104931.0,3000.0,8.0,0.0,285.0,2900.0,10,405.64776964489545
104932.0,3531.0,9.0,0.0,-538.0,3400.0,24,351.3596103017222
104933.0,3531.0,9.0,0.0,-538.0,3400.0,24,351.3596103017222
104935.0,10503.0,20.0,1.0,287.0,10400.0,22,407.7228843235787
104936.0,4968.0,10.0,1.0,327.0,4900.0,11,387.77457289454776
104937.0,10247.0,23.0,0.0,-455.0,10100.0,37,375.68824841030755
104939.0,8000.0,18.0,1.0,282.0,7900.0,20,402.64776964489533
104940.0,652.0,4.0,0.0,-292.0,600.0,15,359.0936963854922
104943.0,8219.0,18.0,1.0,323.0,8200.0,19,382.5476998093866
104944.0,3402.0,9.0,0.0,-593.0,3200.0,25,357.2092978749531
104953.0,8032.0,18.0,1.0,206.0,8000.0,21,384.0171437724655
104954.0,5300.0,13.0,1.0,-37.0,5200.0,20,379.00763720018983
104955.0,33300.0,36.0,0.0,-106.0,32900.0,44,376.5910785795818
104956.0,18400.0,31.0,0.0,227.0,18300.0,34,406.71974315595435
104957.0,20700.0,32.0,1.0,285.0,20600.0,34,405.64776964489556
104958.0,9200.0,20.0,1.0,72.0,9100.0,25,369.86369017807215
104959.0,700.0,4.0,0.0,179.0,650.0,7,357.4678318445656
104961.0,24300.0,33.0,1.0,68.0,24100.0,38,368.3675128008499
104962.0,13800.0,26.0,1.0,325.0,13700.0,27,386.57579613383655
104965.0,10000.0,21.0,1.0,326.0,9900.0,22,387.57579613383655
104966.0,59500.0,40.0,1.0,254.0,59300.0,42,377.15159226767264
104969.0,5000.0,10.0,1.0,326.0,4900.0,11,387.57579613383655
104970.0,5000.0,10.0,1.0,278.0,4900.0,12,398.64776964489545
104973.0,17000.0,29.0,0.0,-109.0,16800.0,37,368.5834333340267
104979.0,3000.0,8.0,0.0,317.0,2900.0,9,378.57579613383655
104985.0,4554.0,11.0,1.0,295.0,4500.0,12,355.42403772735884
104986.0,4000.0,10.0,1.0,331.0,3900.0,11,392.57579613383655
105006.0,1600.0,6.0,1.0,283.0,1500.0,8,403.64776964489556
105007.0,1000.0,4.0,0.0,340.0,950.0,5,400.32388482244767
105008.0,9000.0,20.0,0.0,160.0,8900.0,24,398.79171666701336
105009.0,4500.0,12.0,0.0,264.0,4400.0,14,384.64776964489533
105010.0,1200.0,5.0,1.0,250.0,1100.0,7,370.64776964489545
105012.0,4500.0,11.0,0.0,312.0,4400.0,12,373.57579613383655
105013.0,3000.0,8.0,1.0,298.0,2900.0,9,359.57579613383655
105015.0,2000.0,4.0,1.0,229.0,1900.0,7,408.71974315595435
105017.0,2200.0,5.0,1.0,294.0,2100.0,6,355.57579613383655
105020.0,4000.0,10.0,0.0,275.0,3900.0,12,395.64776964489545
105021.0,4600.0,9.0,1.0,284.0,4500.0,11,404.64776964489545
105022.0,1500.0,5.0,0.0,-388.0,1400.0,18,382.43947826654335
105023.0,43500.0,38.0,1.0,285.0,43400.0,40,405.6477696448951
105024.0,58000.0,39.0,1.0,157.0,57600.0,43,403.3031845353462
105025.0,23300.0,31.0,1.0,93.0,23100.0,36,393.3675128008499
105026.0,3000.0,6.0,1.0,302.0,2900.0,7,363.57579613383655
105029.0,2500.0,5.0,1.0,312.0,2400.0,6,373.57579613383666
105037.0,10000.0,20.0,1.0,275.0,9900.0,22,395.64776964489533
105038.0,5500.0,13.0,1.0,308.0,5400.0,14,369.57579613383666
105039.0,1500.0,5.0,0.0,130.0,1400.0,9,368.79171666701336
105041.0,18200.0,29.0,1.0,267.0,18100.0,31,387.64776964489556
105042.0,3300.0,7.0,1.0,303.0,3200.0,8,364.57579613383655
105053.0,38700.0,36.0,1.0,120.0,38400.0,40,363.79936191256866
105056.0,10000.0,22.0,0.0,25.0,9900.0,28,381.93566368913093
105057.0,10000.0,21.0,1.0,17.0,9900.0,27,373.93566368913116
105058.0,8000.0,19.0,1.0,254.0,7900.0,21,374.6477696448951
105060.0,6000.0,12.0,1.0,285.0,5900.0,14,405.64776964489533
105064.0,1000.0,2.0,1.0,307.0,950.0,3,367.3238848224477
105065.0,6000.0,14.0,1.0,347.0,5900.0,15,408.57579613383655
105071.0,3973.0,10.0,0.0,-442.0,3800.0,24,389.33924229223
105072.0,3000.0,6.0,1.0,330.0,2900.0,7,391.57579613383655
105073.0,6000.0,14.0,1.0,260.0,5900.0,16,380.64776964489533
105074.0,2500.0,7.0,1.0,299.0,2400.0,8,360.57579613383666
105075.0,2500.0,7.0,1.0,274.0,2400.0,9,394.64776964489545
105078.0,3000.0,8.0,1.0,192.0,2900.0,11,371.71974315595435
105081.0,2250.0,5.0,1.0,317.0,2200.0,6,377.3238848224478
105083.0,1650.0,4.0,1.0,309.0,1600.0,5,369.32388482244767
105084.0,3000.0,9.0,0.0,325.0,2900.0,10,386.57579613383655
105090.0,2000.0,4.0,1.0,283.0,1900.0,6,403.64776964489545
105091.0,2000.0,6.0,0.0,289.0,1900.0,8,409.64776964489545
105096.0,1700.0,4.0,1.0,306.0,1600.0,5,367.57579613383655
105098.0,10000.0,20.0,1.0,337.0,9900.0,21,398.5757961338363
105101.0,3500.0,9.0,1.0,343.0,3400.0,10,404.57579613383655
105106.0,1600.0,4.0,1.0,270.0,1500.0,6,390.64776964489556
105108.0,4000.0,8.0,1.0,279.0,3900.0,10,399.64776964489545
105118.0,2500.0,5.0,1.0,279.0,2400.0,7,399.64776964489545
105119.0,1500.0,5.0,1.0,314.0,1400.0,6,375.57579613383655
105121.0,7300.0,14.0,1.0,318.0,7200.0,15,379.57579613383655
105123.0,15000.0,26.0,1.0,328.0,14900.0,27,389.5757961338368
105128.0,4000.0,10.0,1.0,274.0,3900.0,12,394.64776964489545
105136.0,7402.0,15.0,1.0,283.0,7300.0,17,403.6978460973511
105137.0,760.0,2.0,1.0,131.0,700.0,6,368.7901876179022
105138.0,890.0,4.0,1.0,324.0,850.0,5,384.07350256017
105139.0,7200.0,17.0,1.0,344.0,7100.0,18,405.57579613383666
105146.0,3423.0,9.0,0.0,-43.0,3300.0,16,373.5835164034288
105147.0,5300.0,13.0,1.0,346.0,5200.0,14,407.57579613383643
105149.0,3423.0,9.0,0.0,-322.0,3300.0,21,389.9433839587233
105155.0,3000.0,8.0,1.0,308.0,2900.0,9,369.57579613383655
105156.0,3000.0,8.0,1.0,138.0,2900.0,12,376.79171666701325
105158.0,3000.0,8.0,1.0,236.0,2900.0,10,356.64776964489545
105161.0,107000.0,51.0,1.0,160.0,106300.0,54,354.74267889262
105162.0,3200.0,9.0,1.0,275.0,3100.0,11,395.64776964489545
105164.0,71500.0,45.0,1.0,283.0,71300.0,47,406.1515922676731
105165.0,52200.0,37.0,1.0,182.0,51900.0,40,366.72738840150987
105166.0,24300.0,32.0,1.0,312.0,24200.0,33,373.5757961338363
105167.0,15900.0,27.0,1.0,115.0,15800.0,31,353.79171666701313
105168.0,3000.0,6.0,1.0,347.0,2900.0,7,408.57579613383655
105169.0,10000.0,21.0,1.0,322.0,9900.0,22,383.57579613383655
105170.0,5325.0,11.0,1.0,319.0,5300.0,12,378.69792916675317
105177.0,85500.0,46.0,1.0,336.0,85400.0,47,397.5757961338363
105178.0,8000.0,18.0,1.0,110.0,7900.0,23,407.86369017807215
105179.0,10000.0,19.0,1.0,4.0,9900.0,25,360.9356636891307
105180.0,1500.0,5.0,1.0,277.0,1400.0,7,397.64776964489556
105183.0,10000.0,22.0,1.0,193.0,9900.0,25,372.7197431559541
105190.0,40400.0,36.0,0.0,139.0,40100.0,40,382.79936191256866
105191.0,24300.0,33.0,0.0,298.0,24200.0,34,359.5757961338368
105193.0,44500.0,36.0,1.0,264.0,44300.0,38,387.1515922676731
105195.0,38700.0,38.0,0.0,-469.0,38000.0,52,375.534387514268
105199.0,23700.0,33.0,0.0,284.0,23600.0,35,404.64776964489556
105201.0,1000.0,2.0,1.0,303.0,950.0,3,363.3238848224477
105204.0,5000.0,12.0,0.0,205.0,4900.0,15,384.71974315595435
105207.0,3000.0,8.0,0.0,-444.0,2900.0,22,385.51145177760225
105208.0,7500.0,15.0,1.0,195.0,7400.0,18,374.71974315595446
105209.0,3500.0,9.0,1.0,98.0,3400.0,14,395.86369017807215
105212.0,2500.0,7.0,0.0,-490.0,2400.0,22,398.58342528866126
105213.0,10000.0,21.0,1.0,323.0,9900.0,22,384.57579613383655
105216.0,2000.0,6.0,1.0,342.0,1900.0,7,403.57579613383655
105217.0,10000.0,22.0,1.0,288.0,9900.0,24,408.64776964489533
105222.0,3400.0,7.0,1.0,326.0,3300.0,8,387.57579613383666
105226.0,3316.0,9.0,0.0,-324.0,3200.0,21,387.76811637512867
105228.0,2229.0,7.0,0.0,-304.0,2100.0,19,408.09361331609
105231.0,5700.0,11.0,1.0,314.0,5600.0,12,375.57579613383666
105235.0,2500.0,5.0,1.0,305.0,2400.0,6,366.57579613383666
105237.0,7736.0,17.0,1.0,160.0,7700.0,21,397.18927018843544
105241.0,3423.0,9.0,1.0,197.0,3400.0,12,374.79179973641556
105246.0,7000.0,14.0,1.0,328.0,6900.0,15,389.57579613383655
105249.0,2500.0,7.0,0.0,44.0,2400.0,13,400.93566368913105
105251.0,4500.0,10.0,1.0,82.0,4400.0,15,379.86369017807215
105253.0,2700.0,8.0,1.0,319.0,2600.0,9,380.57579613383655
105254.0,10000.0,21.0,1.0,235.0,9900.0,23,355.64776964489556
105255.0,7000.0,16.0,0.0,-420.0,6800.0,29,352.9433008893209
105256.0,1000.0,4.0,1.0,309.0,950.0,5,369.32388482244767
105257.0,3000.0,8.0,0.0,132.0,2900.0,12,370.79171666701325
105258.0,2000.0,6.0,1.0,271.0,1900.0,8,391.64776964489545
105259.0,7500.0,15.0,1.0,320.0,7400.0,16,381.57579613383666
105262.0,1000.0,2.0,1.0,215.0,950.0,5,393.4678318445655
105263.0,5600.0,14.0,1.0,292.0,5500.0,15,353.57579613383655
105264.0,58000.0,40.0,1.0,233.0,57800.0,42,356.15159226767264
105265.0,5000.0,12.0,0.0,-557.0,4800.0,28,393.1592214224977
105267.0,1400.0,5.0,1.0,211.0,1300.0,8,390.71974315595446
105268.0,5000.0,12.0,1.0,173.0,4900.0,15,352.71974315595435
105269.0,4100.0,10.0,0.0,-32.0,4000.0,17,384.00763720018995
105270.0,8500.0,18.0,1.0,220.0,8400.0,21,399.71974315595435
105272.0,34000.0,33.0,1.0,111.0,33800.0,37,352.29553928979067
105275.0,1200.0,5.0,0.0,-450.0,1100.0,19,379.51145177760236
105276.0,1200.0,5.0,0.0,-325.0,1100.0,17,386.36750475548445
105277.0,12200.0,25.0,0.0,70.0,12100.0,30,367.8636901780724
105281.0,4600.0,11.0,0.0,230.0,4500.0,14,409.71974315595446
105284.0,2500.0,5.0,1.0,243.0,2400.0,7,363.64776964489545
105287.0,6000.0,13.0,1.0,282.0,5900.0,15,402.64776964489545
105289.0,8500.0,19.0,1.0,271.0,8400.0,21,391.64776964489533
105290.0,6600.0,13.0,1.0,296.0,6500.0,14,357.57579613383666
105292.0,2000.0,6.0,0.0,237.0,1900.0,8,357.64776964489545
105294.0,1200.0,5.0,0.0,258.0,1100.0,7,378.64776964489545
105298.0,4000.0,10.0,1.0,291.0,3900.0,11,352.57579613383655
105303.0,3000.0,8.0,0.0,258.0,2900.0,10,378.64776964489545
105306.0,5500.0,13.0,0.0,-521.0,5300.0,28,370.087247911439
105308.0,16200.0,28.0,1.0,239.0,16100.0,30,359.64776964489556
105309.0,3973.0,10.0,1.0,74.0,3900.0,15,371.18765806992224
105311.0,1900.0,6.0,1.0,156.0,1800.0,10,394.79171666701325
105317.0,2000.0,4.0,1.0,342.0,1900.0,5,403.57579613383655
105318.0,12200.0,24.0,1.0,231.0,12100.0,27,410.71974315595435
105319.0,4600.0,11.0,0.0,243.0,4500.0,13,363.64776964489545
105321.0,3000.0,8.0,0.0,-538.0,2900.0,23,350.58342528866126
105322.0,1000.0,4.0,1.0,248.0,950.0,6,367.3958583335067
105327.0,2750.0,8.0,0.0,-337.0,2600.0,20,375.6194160668733
105330.0,16200.0,28.0,1.0,349.0,16100.0,29,410.5757961338363
105331.0,3750.0,10.0,1.0,289.0,3700.0,12,408.3958583335067
105336.0,7300.0,16.0,1.0,241.0,7200.0,18,361.64776964489556
105338.0,7500.0,17.0,1.0,217.0,7400.0,20,396.71974315595446
105339.0,4000.0,10.0,0.0,293.0,3900.0,11,354.57579613383655
105344.0,3500.0,9.0,1.0,309.0,3400.0,10,370.57579613383655
105345.0,6000.0,14.0,0.0,156.0,5900.0,18,394.79171666701313
105348.0,4000.0,8.0,1.0,327.0,3900.0,9,388.57579613383655
105349.0,2200.0,7.0,0.0,200.0,2100.0,10,379.71974315595435
105350.0,4500.0,11.0,1.0,323.0,4400.0,12,384.57579613383643
105357.0,1000.0,4.0,0.0,-33.0,950.0,11,381.75572588880107
105369.0,500.0,4.0,0.0,-382.0,450.0,17,387.1875669551546
105370.0,3600.0,9.0,1.0,341.0,3500.0,10,402.57579613383655
105372.0,2000.0,6.0,0.0,16.0,1900.0,12,372.93566368913105
105373.0,2229.0,7.0,1.0,178.0,2200.0,10,355.94202909378225
105374.0,1337.0,5.0,1.0,321.0,1300.0,6,380.9983878814867
105375.0,6000.0,14.0,1.0,326.0,5900.0,15,387.57579613383655
105376.0,2000.0,6.0,1.0,274.0,1900.0,8,394.64776964489545
105378.0,1400.0,5.0,0.0,-558.0,1300.0,21,389.65539879972005
105386.0,1500.0,3.0,1.0,233.0,1400.0,5,353.64776964489545
105388.0,1000.0,4.0,1.0,227.0,950.0,7,405.46783184456547
105389.0,5000.0,12.0,0.0,141.0,4900.0,16,379.79171666701336
105390.0,4000.0,10.0,0.0,-424.0,3900.0,24,405.51145177760213
105393.0,10000.0,20.0,1.0,261.0,9900.0,22,381.64776964489533
105397.0,3000.0,6.0,1.0,292.0,2900.0,7,353.57579613383655
105400.0,1000.0,2.0,1.0,246.0,950.0,4,365.3958583335066
105401.0,3000.0,8.0,1.0,342.0,2900.0,9,403.57579613383655
105402.0,500.0,4.0,0.0,-394.0,450.0,17,375.1875669551546
105403.0,500.0,4.0,0.0,-427.0,450.0,18,401.2595404662136
105406.0,2500.0,7.0,0.0,-421.0,2400.0,21,408.51145177760225
105409.0,7000.0,17.0,0.0,-472.0,6800.0,31,360.01527440038
105410.0,543.0,2.0,1.0,341.0,500.0,3,401.14861723885326
105412.0,800.0,4.0,0.0,-466.0,750.0,18,362.2595404662135
105415.0,2500.0,7.0,1.0,195.0,2400.0,10,374.71974315595435
105419.0,4000.0,10.0,0.0,-568.0,3800.0,26,382.1592214224977
105421.0,1000.0,4.0,0.0,-473.0,950.0,18,355.2595404662135
105428.0,1000.0,4.0,0.0,-447.0,950.0,18,381.2595404662135
105430.0,6000.0,14.0,1.0,329.0,5900.0,15,390.57579613383655
105431.0,6000.0,13.0,1.0,339.0,5900.0,14,400.57579613383643
105436.0,1109.0,5.0,1.0,309.0,1100.0,6,368.29731754710895
105437.0,1895.0,6.0,1.0,277.0,1800.0,8,397.52257851375657
105443.0,2500.0,7.0,1.0,279.0,2400.0,9,399.64776964489545
105444.0,9200.0,18.0,1.0,115.0,9100.0,22,353.79171666701336
105447.0,58000.0,39.0,1.0,184.0,57700.0,42,368.7273884015094
105448.0,6000.0,12.0,1.0,225.0,5900.0,15,404.71974315595435
105449.0,6000.0,14.0,1.0,156.0,5900.0,18,394.79171666701313
105450.0,9000.0,20.0,0.0,218.0,8900.0,23,397.7197431559546
105452.0,4300.0,9.0,1.0,344.0,4200.0,10,405.57579613383666
105453.0,3800.0,10.0,0.0,-558.0,3600.0,26,392.1592214224977
105454.0,9500.0,21.0,1.0,188.0,9400.0,24,367.7197431559546
105458.0,99800.0,51.0,1.0,213.0,99400.0,54,400.23121102428786
105459.0,50800.0,36.0,1.0,-12.0,50200.0,42,357.4547768030193
105460.0,3000.0,8.0,1.0,242.0,2900.0,10,362.64776964489545
105461.0,12150.0,22.0,1.0,102.0,12000.0,27,401.11560148946114
105462.0,2000.0,6.0,1.0,258.0,1900.0,8,378.64776964489545
105464.0,3600.0,7.0,1.0,328.0,3500.0,8,389.57579613383655
105465.0,8000.0,18.0,1.0,217.0,7900.0,21,396.7197431559541
105466.0,10000.0,21.0,1.0,181.0,9900.0,24,360.71974315595435
105467.0,1200.0,5.0,1.0,315.0,1100.0,6,376.57579613383655
105468.0,2000.0,4.0,1.0,-47.0,1900.0,11,369.00763720018995
105472.0,23100.0,31.0,1.0,203.0,23000.0,34,382.71974315595435
105473.0,8000.0,19.0,1.0,166.0,7900.0,23,404.79171666701313
105474.0,4700.0,11.0,1.0,310.0,4600.0,12,371.57579613383655
105475.0,50800.0,36.0,1.0,125.0,50400.0,40,371.30318453534665
105476.0,3500.0,9.0,1.0,341.0,3400.0,10,402.57579613383655
105478.0,6000.0,12.0,1.0,205.0,5900.0,15,384.71974315595435
105480.0,5000.0,12.0,1.0,334.0,4900.0,13,395.57579613383655
105482.0,71300.0,42.0,1.0,231.0,71000.0,44,356.6554148904511
